"totsp","livesp","kitsp","dist","metrdist","floor","price"
"76","50","8","10.5","15","1","0"
"77","50","8","10.5","10","1","0"
"57","43","5","11.5","10","1","0"
"75","48","7","7.5","3","1","1"
"61","43","6","12","15","1","0"
"62","38","8","17","3","1","0"
"61","42","5","3.5","10","0","0"
"63","38","7","7.5","3","1","1"
"80","51","8","3","10","1","1"
"66","44","9","4.5","2","1","0"
"77","40","11","13","10","1","0"
"68","47","8","12.5","5","0","0"
"60","43","10","13","7","0","0"
"91","52","9","6.5","10","1","0"
"69","46","6","12","5","1","0"
"75","43","11","14.5","10","1","0"
"83","48","9","12","3","1","0"
"66","46","8","15.5","5","1","0"
"113","64","13","14.5","5","1","1"
"77","54","9","9","5","1","1"
"88","61","9","10.5","15","1","1"
"102","70","9","10.5","12","1","1"
"77","48","8","12","7","0","1"
"56","37","6","7","7","1","0"
"58","45","5","10","3","1","0"
"76","45","10","14.5","10","1","0"
"102","58","12","13","5","1","1"
"75","53","10","10.5","15","0","0"
"83","53","8","10.5","5","1","1"
"80","54","9","3","5","1","1"
"60","44","6","12.5","15","0","0"
"95","57","8","10.5","15","1","0"
"61","43","6","14.5","5","1","0"
"67","46","7","9","5","1","0"
"63","38","8","12","10","1","0"
"60","45","6","12","10","1","0"
"59","38","6","13.5","7","0","0"
"64","40","8","10.5","10","0","0"
"79","47","10","17","10","1","0"
"63","38","8","17","12","0","0"
"70","48","7","9","2","1","1"
"54","35","6","9","10","0","0"
"78","53","8","7.5","15","1","1"
"60","44","6","14.5","15","1","0"
"80","48","8","12","10","1","0"
"83","55","9","3","15","1","1"
"65","44","7","10.5","5","1","0"
"63","45","6","10","10","0","0"
"51","34","6","13.5","10","1","0"
"148","85","14","14.5","7","1","1"
"76","43","10","8","10","1","1"
"85","57","10","9","7","0","1"
"75","42","8","12","15","1","0"
"72","52","7","3","5","1","1"
"83","48","9","12","3","1","0"
"85","53","12","12.7","10","0","0"
"66","46","11","12","7","0","0"
"72","44","10","6","5","0","0"
"100","50","15","12.7","5","1","1"
"76","45","10","12","10","1","0"
"69","47","7","4.5","5","1","1"
"108","60","13","14.5","10","1","1"
"77","46","9","15.5","3","1","0"
"90","52","9","12","15","0","0"
"146","86","16","14.5","5","1","1"
"75","45","10","13","10","1","0"
"107","58","14","13","1","1","1"
"71","46","8","4.5","5","0","1"
"75","45","10","13","5","1","0"
"82","52","15","5","1","1","1"
"115","66","15","13.5","10","1","1"
"74","45","10","10","15","0","0"
"59","38","6","12","15","1","0"
"76","45","10","15.5","10","1","0"
"110","71","18","4.5","7","1","1"
"66","43","8","10","5","1","0"
"80","48","12","12.7","5","1","0"
"66","44","9","9","15","0","0"
"72","48","9","10.5","10","0","0"
"79","52","10","15.5","10","1","0"
"71","43","8","9","5","0","0"
"75","45","10","12","10","1","0"
"72","45","10","14.5","2","1","0"
"59","44","5","14.5","10","1","0"
"58","38","6","12","15","0","0"
"66","44","14","4.5","2","1","0"
"66","42","6","3.5","3","0","0"
"61","45","6","13.5","15","1","0"
"79","45","13","14.5","5","1","0"
"81","53","9","8","7","0","1"
"56","37","6","12","10","0","0"
"75","48","10","7","3","1","1"
"71","43","10","14.5","20","1","0"
"59","44","6","13.5","10","1","0"
"64","43","9","3.5","10","0","0"
"74","44","11","12.7","10","1","0"
"70","44","10","15.5","7","1","0"
"83","44","10","7","2","1","0"
"67","46","8","13.5","7","1","0"
"75","45","10","14.5","10","1","0"
"55","38","7","11","10","0","0"
"60","39","9","15.5","10","1","0"
"79","46","10","17","5","1","0"
"59","39","6","8","15","1","0"
"71","45","15","9","1","1","1"
"51","35","6","13.5","10","0","0"
"77","50","8","8","5","1","1"
"69","45","9","4.5","5","1","0"
"60","42","7","9","10","0","0"
"66","45","8","9","7","1","0"
"58","41","6","11","5","1","0"
"58","42","6","9","10","0","0"
"85","45","10","12","15","1","0"
"78","54","9","11","10","1","0"
"64","39","8","14.5","5","0","0"
"85","52","10","14.5","10","0","0"
"84","48","10","13.5","10","0","1"
"68","45","8","10.5","5","1","0"
"68","41","8","17","5","0","0"
"74","46","10","5","10","1","1"
"76","45","10","14.5","10","1","0"
"51","34","6","14.5","7","1","0"
"60","45","6","15.5","5","1","0"
"99","55","11","10.5","15","0","0"
"55","40","6","9","7","1","0"
"50","34","6","11.5","10","1","0"
"78","46","10","12.5","12","0","0"
"75","42","8","13.5","10","1","0"
"68","44","10","10.5","10","1","0"
"65","44","8","11.5","7","1","0"
"54","36","6","10","10","1","0"
"68","47","8","9","5","1","0"
"82","61","6","3.5","7","1","0"
"74","52","9","7.5","7","1","0"
"82","50","10","10.5","7","0","0"
"74","52","7","11","5","0","0"
"80","52","9","7.5","7","0","1"
"78","46","11","13.5","10","1","0"
"77","44","10","14.5","7","1","0"
"70","40","8","17","7","1","0"
"78","51","8","9","7","1","1"
"75","40","11","13","5","1","0"
"105","74","10","5","1","1","1"
"67","45","8","13.5","5","1","0"
"64","43","7","9","5","1","0"
"134","102","10","9","10","1","1"
"77","45","8","12","15","0","0"
"59","38","6","12","10","0","0"
"79","44","10","13.5","10","1","0"
"71","44","9","8","5","1","1"
"104","55","11","9","5","1","1"
"60","43","6","12","5","1","0"
"57","43","6","10.5","10","1","0"
"79","54","8","9","10","1","1"
"79","47","10","3","3","1","1"
"65","44","7","15.5","5","1","0"
"88","60","7","3","5","1","1"
"66","43","9","15.5","10","0","0"
"100","62","17","4.5","15","1","1"
"60","40","8","7.5","5","1","1"
"70","45","9","10.5","15","1","0"
"75","46","11","13.5","15","1","0"
"79","53","8","7","5","1","1"
"52","34","6","14.5","10","0","0"
"63","44","6","17","5","1","0"
"63","39","8","17","1","1","0"
"56","39","6","12","5","0","0"
"74","45","10","12.7","15","1","0"
"67","41","9","13.5","10","0","0"
"58","38","6","11.5","7","1","0"
"57","41","6","12.5","10","1","0"
"60","45","6","13.5","5","1","0"
"58","42","6","12","5","0","0"
"64","43","7","12","15","1","0"
"80","46","13","5","4","1","1"
"72","43","12","12.7","7","0","0"
"106","64","13","12","15","1","1"
"79","50","9","4.5","2","0","1"
"68","46","7","9","10","1","0"
"100","60","12","7","7","1","1"
"60","41","6","11.5","5","1","0"
"76","46","11","13","5","1","0"
"60","43","6","13.5","10","1","0"
"60","44","6","12.5","10","1","0"
"72","42","10","14.5","20","0","0"
"59","39","6","15.5","10","1","0"
"56","37","6","10","15","1","0"
"79","47","10","7","10","1","0"
"85","50","9","12","10","1","0"
"79","45","13","15.5","7","1","0"
"76","50","8","9","7","1","1"
"80","46","10","10","5","0","1"
"57","40","5","7.5","7","0","0"
"64","40","7","7","10","0","0"
"71","44","8","15.5","7","1","0"
"65","46","8","13.5","7","0","0"
"57","38","8","12","5","1","0"
"78","46","10","9","10","1","1"
"73","41","11","3.5","1","1","1"
"55","39","6","10","10","0","0"
"78","45","10","12","7","1","0"
"74","44","11","12.7","10","1","0"
"68","46","8","12","5","1","0"
"72","44","10","12.7","10","0","0"
"79","45","10","12","5","1","0"
"64","45","7","14.5","3","1","0"
"80","54","9","9","10","1","1"
"91","58","8","11","2","1","1"
"65","39","8","14.5","10","1","0"
"65","40","7","17","10","0","0"
"75","45","10","12.7","10","1","0"
"69","36","9","12.5","5","0","0"
"57","40","6","12.5","2","1","0"
"61","44","6","12.5","5","1","0"
"86","51","11","10.5","10","0","1"
"57","38","6","9","5","1","0"
"77","51","12","4.5","7","1","0"
"100","75","12","6.5","5","1","1"
"76","40","11","12.7","5","1","0"
"77","45","10","13","5","1","0"
"58","42","6","13.5","7","1","0"
"65","38","7","11","10","1","0"
"56","42","6","12","10","1","0"
"58","39","7","7.5","5","1","0"
"61","38","8","17","5","0","0"
"77","47","12","11","7","1","0"
"75","45","10","12.7","15","1","0"
"72","49","8","8","5","1","0"
"73","48","9","7.5","5","1","1"
"80","51","13","7.5","5","1","1"
"67","46","6","12","15","1","0"
"60","38","6","17","7","0","0"
"81","43","10","17","3","0","0"
"68","45","6","12.5","10","1","0"
"153","84","18","9","5","1","1"
"58","42","6","12","10","1","0"
"83","53","10","12","15","0","0"
"85","44","10","12","10","1","0"
"58","43","5","7","7","1","0"
"76","45","10","12","10","0","0"
"60","45","6","10.5","5","1","0"
"74","43","10","12.5","10","1","0"
"56","41","6","3.5","5","0","0"
"51","33","6","7","7","1","0"
"60","42","6","12.5","10","0","0"
"80","47","9","12.5","3","1","0"
"104","54","10","10.5","8","1","1"
"64","43","6","11.5","2","1","0"
"53","36","5","7.5","10","0","0"
"72","43","10","13","10","0","0"
"55","37","6","12","5","1","0"
"65","45","7","15.5","7","1","0"
"61","45","6","13.5","10","1","0"
"80","53","8","11.5","10","0","0"
"80","51","9","6","10","1","0"
"61","40","8","12","3","1","0"
"77","46","10","12","10","1","0"
"79","51","9","7","5","1","1"
"63","42","9","7","5","1","0"
"78","52","8","9","1","1","1"
"51","34","6","13.5","10","1","0"
"76","50","8","13","10","1","0"
"66","47","9","7","3","1","1"
"125","66","19","10.5","10","1","0"
"58","44","6","10.5","10","1","0"
"81","49","8","12","5","1","0"
"52","35","6","14.5","12","1","0"
"60","42","6","11.5","10","0","0"
"80","45","13","14.5","5","1","0"
"80","46","13","12","7","0","0"
"80","48","10","12.7","12","1","0"
"66","45","8","7","7","0","0"
"93","66","9","6","5","0","0"
"56","37","6","7","7","1","0"
"70","39","8","12.5","12","1","0"
"75","46","9","10.5","10","1","0"
"80","50","8","10.5","5","1","0"
"52","37","6","12","7","0","0"
"67","46","8","8","5","0","0"
"60","42","6","11","10","1","0"
"75","45","10","13.5","10","1","0"
"57","40","6","14.5","10","1","0"
"73","52","9","10.5","15","1","0"
"85","45","10","13.5","10","1","1"
"106","63","12","13.5","10","1","1"
"74","45","10","14.5","15","1","0"
"70","50","9","7.5","7","1","1"
"77","48","10","17","5","1","0"
"107","72","17","10.5","1","1","1"
"80","47","9","12","7","1","0"
"75","44","10","17","5","0","0"
"99","63","9","9","10","1","1"
"60","44","6","17","10","1","0"
"76","46","10","12","10","1","0"
"63","39","7","14.5","10","0","0"
"76","47","11","11","7","1","0"
"90","56","11","9","15","0","1"
"54","34","6","3","10","1","0"
"132","74","23","12.5","3","0","1"
"75","45","10","9","15","1","1"
"112","60","17","7","10","1","1"
"64","45","7","14.5","10","1","0"
"75","44","9","7","5","1","0"
"79","44","13","10.5","10","1","0"
"54","34","6","7","7","0","0"
"80","40","25","10.5","10","1","1"
"51","34","6","13","5","1","0"
"74","48","10","12.5","15","1","0"
"66","43","11","13.5","10","1","0"
"78","44","10","3.5","2","1","0"
"55","37","6","10.5","7","1","0"
"64","35","6","9","1","1","0"
"63","39","8","14.5","5","0","0"
"80","45","13","12","15","1","0"
"98","50","12","10","10","1","1"
"66","40","8","12.5","5","0","0"
"56","41","5","6","10","1","0"
"78","50","9","9","5","1","1"
"87","57","7","13.5","7","0","0"
"77","44","10","9","7","1","0"
"52","34","6","12","10","0","0"
"73","45","10","15.5","10","1","0"
"77","40","10","12","15","1","0"
"75","45","10","12","10","1","0"
"58","39","7","7","5","1","0"
"64","45","7","13.5","7","1","0"
"66","43","7","17","5","1","0"
"78","46","18","5","10","1","1"
"60","43","7","12","5","1","0"
"80","46","10","12","15","1","0"
"68","46","8","13.5","10","1","0"
"58","42","5","12.5","15","1","0"
"65","46","7","14.5","5","1","0"
"60","44","6","17","7","1","0"
"75","43","10","13.5","15","1","0"
"90","61","6","14.5","10","1","1"
"75","48","11","3","15","1","0"
"74","44","10","13.5","15","1","0"
"74","42","10","7.5","5","1","0"
"74","43","10","13.5","12","1","0"
"90","51","12","12","10","1","0"
"65","45","6","13.5","7","1","0"
"72","49","7","7.5","5","1","1"
"60","40","7","9","7","1","0"
"120","59","15","7","10","1","1"
"65","39","7","12","15","0","0"
"74","45","11","11","5","1","0"
"67","45","8","7.5","5","0","0"
"75","45","10","12.5","5","1","1"
"109","64","13","14.5","10","1","1"
"68","48","7","3","15","1","0"
"67","45","8","14.5","5","1","0"
"61","44","6","12.5","10","1","0"
"54","35","6","12","8","0","0"
"56","38","6","10","7","1","0"
"79","45","13","14.5","7","1","0"
"65","46","6","17","7","1","0"
"77","47","9","14.5","10","0","0"
"66","44","9.5","4.5","3","1","0"
"61","38","8","11.5","7","1","0"
"73","43","11","13","5","1","0"
"81","48","8","15.5","7","1","0"
"58","44","6","17","5","1","0"
"71","49","9","9","10","1","1"
"77","45","7","9","5","0","0"
"74","45","10","13","15","1","0"
"63","39","8","12.5","10","1","0"
"76","45","10","12","10","1","0"
"65","44","9","14.5","7","1","0"
"75","48","9","3","12","0","0"
"65","44","9","13.5","1","0","0"
"63","37","8","13","5","1","0"
"55","36","6","12.5","10","1","0"
"70","40","8","3","5","1","1"
"68","41","10","10.5","5","1","0"
"76","43","10","13.5","10","1","0"
"78","50","7","8","10","1","1"
"80","46","13","14.5","5","1","0"
"58","41","7","14.5","10","1","0"
"58","37","6","13.5","15","1","0"
"53","36","5","7.5","10","0","0"
"75","54","8","12","5","0","0"
"80","46","10","3.5","2","0","0"
"80","48","10","12.7","7","1","0"
"80","53","9","8","3","1","1"
"80","45","10","13.5","10","1","0"
"59","42","6","12","10","1","0"
"75","45","10","13","10","1","0"
"64","45","6","12.5","12","1","0"
"77","52","7","3","15","1","1"
"74","53","8","11","10","1","0"
"76","44","11","13.5","10","1","0"
"75","45","10","7","15","1","0"
"75","50","8","11.5","5","1","0"
"69","47","8","17","3","1","0"
"83","50","9","6.5","10","1","0"
"78","47","10","12","10","1","0"
"78","48","11","6.5","1","1","1"
"64","41","7","12","5","1","0"
"86","56","9","6","2","1","1"
"80","51","13","13.5","5","1","0"
"62","43","7","12","7","1","0"
"56","34","7","7.5","10","0","0"
"68","49","11","7.5","7","0","0"
"65","39","8","12.5","7","1","0"
"78","44","10","14.5","15","1","1"
"82","47","10","14.5","15","1","0"
"55","40","6","12.5","7","0","0"
"86","51","10","10.5","7","1","0"
"93","51","12","10","7","0","0"
"66","39","8","17","10","1","0"
"64","43","7","17","5","1","0"
"66","43","9","5","10","1","1"
"77","40","10","12.7","5","1","0"
"82","37","12","6","10","1","0"
"58","41","6","12.5","5","0","0"
"92","50","11","6.5","10","1","0"
"77","44","10","7","10","1","0"
"65","43","7","9","5","1","0"
"85","53","12","12","3","0","1"
"79","54","9","7","3","1","1"
"58","43","6","17","5","1","0"
"62","45","6","13.5","10","1","0"
"54","35","5","10.5","3","0","0"
"77","45","11","10.5","10","1","0"
"77","45","7","9","15","0","0"
"67","43","9","15.5","7","1","0"
"75","44","10","12.7","10","1","0"
"78","48","14","12","10","1","0"
"67","45","11","13.5","5","1","0"
"77","48","8","12","15","1","0"
"64","45","6","17","15","1","0"
"78","45","11","13","10","1","0"
"77","51","8","6","3","1","0"
"63","38","8","12","10","1","0"
"57","43","5","12.5","15","1","0"
"78","54","11","12","15","0","0"
"92","69","8","4.5","10","1","1"
"63","39","8","12","10","1","0"
"76","45","10","6","7","1","0"
"78","43","12","14.5","15","1","0"
"79","56","8","7.5","10","1","0"
"51","34","6","7","7","1","0"
"64","45","6","12.5","15","1","0"
"80","48","8","12","10","1","0"
"60","43","6","13.5","10","1","0"
"74","53","8","11","15","0","0"
"79","47","8","10.5","15","1","0"
"69","48","6","12","10","1","0"
"60","45","6","10.5","15","1","0"
"79","48","10","12.7","12","1","0"
"90","60","10","12","10","1","1"
"80","45","13","13","5","1","0"
"96","56","9","11","15","0","0"
"74","53","8","10.5","10","1","0"
"78","46","10","14.5","5","1","1"
"75","43","11","12.7","15","1","0"
"74","43","10","15.5","10","1","0"
"60","45","6","12","5","1","0"
"75","45","10","13.5","5","0","0"
"55","36","6","10","7","0","0"
"110","59","13","14.5","10","1","1"
"78","47","10","12","3","0","0"
"50","34","6","15.5","5","1","0"
"78","46","10","17","5","1","0"
"84","53","19","15.5","15","1","0"
"56","32","5","7.5","7","0","0"
"60","44","6","12","10","0","0"
"77","45","10","12.7","15","0","0"
"93","59","6","12.5","15","1","1"
"60","38","6","13.5","7","1","0"
"96","50","18","7","5","1","1"
"60","45","6","13.5","7","1","0"
"79","47","10","7","10","1","0"
"58","41","6","14.5","10","1","0"
"78","54","8","9","10","1","1"
"65","44","9","9","5","1","0"
"74","52","9","10.5","7","1","0"
"81","55","8","9","7","0","0"
"60","44","6","14.5","7","1","0"
"60","38","9","12","10","0","0"
"57","39","6","11.5","7","0","0"
"112","78","16","7","10","1","1"
"68","42","8","13.5","7","0","0"
"58","40","5","14.5","10","1","0"
"72","43","9","10.5","15","0","0"
"101","60","15","7","7","1","1"
"57","42","6","6.5","7","1","0"
"65","45","9","9","10","1","1"
"58","44","5","10.5","5","1","0"
"54","34","6","3.5","7","1","0"
"75","47","8","6.5","15","0","0"
"77","46","10","8","10","1","0"
"67","43","11","12","15","1","0"
"85","52","9","5","8","1","0"
"77","44","10","7","10","1","0"
"78","53","9","3.5","10","1","0"
"75","47","10","9","10","0","1"
"80","54","12","12.7","5","1","0"
"76","51","8","3","5","0","0"
"135","70","20","9","2","1","1"
"74","41","12","7","3","1","0"
"96","52","10","13.5","5","1","0"
"56","42","7","14.5","3","1","0"
"65","38","8","7.5","10","1","0"
"55","35","6","12","10","1","0"
"64","45","7","13.5","15","1","0"
"60","40","7","12","5","1","0"
"72","50","9","7.5","5","1","1"
"90","62","12","10.5","5","1","1"
"55","38","6","7","10","0","0"
"82","45","10","12","10","1","0"
"51","34","6","13.5","15","1","0"
"75","45","10","12.7","10","1","0"
"67","42","9","7.5","3","1","1"
"80","45","13","13.5","5","1","0"
"59","45","6","12","5","0","0"
"64","43","7","6","7","1","0"
"78","53","13","3.5","10","1","0"
"75","46","10","14.5","7","1","0"
"74","48","11","13","15","1","0"
"49","34","6","10","10","1","0"
"60","43","6","12","5","1","0"
"80","53","8","9","3","1","1"
"71","47","7","7.5","10","1","1"
"109","51","16","13.5","10","1","0"
"83","58","10","3","10","1","1"
"64","45","7","13.5","10","1","0"
"75","45","9","13","15","1","0"
"79","47","11","12","10","1","0"
"70","48","7","9","2","1","1"
"73","52","8","7.5","5","0","0"
"77","44","7","12","10","1","0"
"76","53","8","6","10","1","0"
"81","54","8","9","3","0","1"
"73","49","9","10.5","15","1","1"
"77","45","10","12","7","1","0"
"51","34","6","13.5","10","1","0"
"75","52","9","3","15","0","0"
"70","40","9","15.5","10","1","0"
"65","40","8","13","7","1","0"
"90","52","12","6","7","1","1"
"66","43","7","13.5","15","1","0"
"74","43","10","14.5","7","1","1"
"78","46","10","8","10","1","1"
"80","46","12","9","2","1","1"
"53","34","6","10.5","7","0","0"
"100","50","16","7","10","1","1"
"75","45","10","7","15","1","0"
"73","48","8","3","15","1","1"
"60","43","6","17","15","1","0"
"75","45","10","12","5","1","0"
"60","37","9","12.5","7","1","0"
"93","52","14","13.5","10","1","0"
"73","47","9","11","10","1","0"
"53","36","7","11.5","5","0","0"
"64","38","8","14.5","7","1","0"
"50","35","6","11","8","1","0"
"55","38","6","7.5","10","0","0"
"53","34","6","14.5","8","0","0"
"73","44","10","10.5","5","0","0"
"58","43","6","14.5","5","1","0"
"56","44","6","11","8","0","0"
"72","43","12","12.7","7","0","0"
"58","42","6","10.5","15","1","0"
"82","44","10","12.7","15","1","0"
"74","45","12","12.7","1","0","0"
"69","47","7","3.5","10","1","0"
"64","40","9","12","10","1","0"
"83","48","10","12","15","0","0"
"80","43","10","12","15","1","0"
"68","50","9","12.5","5","1","0"
"77","54","8","3.5","10","1","0"
"65","47","9","12.5","5","1","0"
"60","41","6","3","7","1","0"
"76","45","10","14.5","15","1","0"
"80","50","8","7.5","5","1","0"
"63","39","8","14.5","5","1","0"
"56","33","8","11.5","3","1","0"
"82","55","9","13.5","7","1","1"
"78","44","10","15.5","10","1","0"
"78","47","8","11","8","1","0"
"72","43","10","12.7","10","1","0"
"65","44","9","4.5","2","1","0"
"56","42","6","12.5","7","1","0"
"64","45","6","13","5","1","0"
"85","52","11","14.5","5","1","0"
"77","41","11","13","10","1","0"
"78","46","10","17","5","1","0"
"80","52","10","7","1","1","1"
"72","50","7","4.5","5","0","0"
"68","47","8","8","5","1","0"
"65","40","8","13.5","7","1","0"
"60","40","8","13.5","5","0","0"
"81","47","9","12.7","10","0","0"
"57","37","7","9","1","1","0"
"54","42","6","17","10","1","0"
"76","55","8","7.5","2","1","1"
"71","42","8","7","15","1","1"
"80","41","13","12","15","1","0"
"63","42","8","12","15","1","0"
"78","44","10","12","7","1","0"
"55","39","6","4.5","12","0","0"
"108","56","15","11","5","1","1"
"92","69","14","4.5","10","1","1"
"65","47","8","13.5","5","1","0"
"74","52","8","10.5","10","1","0"
"82","52","20","5","1","1","1"
"78","48","10","12","10","0","0"
"93","66","9","9","10","1","1"
"79","47","8","17","10","1","0"
"65","40","8","17","10","1","0"
"106","60","17","4.5","10","1","1"
"73","46","10","7.5","3","1","1"
"60","45","6","12","5","1","0"
"81","44","10","13.5","10","1","1"
"81","50","13","15.5","2","1","0"
"64","43","7","4.5","10","1","0"
"59","39","6","3.5","5","1","0"
"60","40","8","12.5","10","1","0"
"65","40","8","12.5","5","0","0"
"76","50","15","11","7","1","0"
"60","43","6","13.5","10","1","0"
"72","45","9","10.5","7","1","0"
"76","44","9","13","15","1","0"
"77","44","10","13","2","1","0"
"86","55","10","6.5","5","1","1"
"74","53","7","4.5","7","1","0"
"75","54","9","17","5","0","0"
"84","53","10","15.5","15","1","0"
"58","41","6","7.5","10","1","0"
"119","68","15","15.5","10","1","0"
"68","41","10","12","10","1","0"
"77","46","10","13","15","1","0"
"75","45","10","7","15","1","0"
"60","40","6","12","10","1","0"
"55","36","6","11.5","10","1","0"
"64","38","9","12","11","1","0"
"81","46","10","15.5","5","1","0"
"105","56","12","9","5","1","1"
"61","43","6","12","15","1","0"
"54","37","6","12","7","0","0"
"95","48","12","10","2","0","1"
"119","68","10","11","7","0","1"
"51","34","6","12","7","1","0"
"53","35","7","11.5","5","0","0"
"74","44","10","12.7","4","1","0"
"92","50","14","10","7","1","0"
"68","43","9","13.5","10","1","0"
"60","44","6","14.5","7","1","0"
"58","40","6","10.5","7","1","0"
"51","34","6","15.5","3","1","0"
"63","42","8","3.5","5","1","0"
"75","45","10","12.7","10","1","0"
"68","45","10","12.5","15","1","0"
"80","48","8","13","7","0","0"
"68","44","9","7.5","7","1","0"
"74","45","10","12","15","1","0"
"68","44","8","10.5","10","1","0"
"85","46","10","12","5","1","0"
"75","42","11","14.5","3","1","0"
"61","38","8","12","15","1","0"
"57","42","6","11","5","1","0"
"81","44","10","14.5","7","1","0"
"74","50","8","10.5","5","1","0"
"60","39","8","12","5","1","0"
"130","71","16","14.5","4","1","1"
"78","46","10","12.7","3","1","0"
"85","50","9","13.5","9","1","1"
"70","39","9","11.5","2","0","0"
"72","53","10","11.5","5","1","0"
"84","54","8","6.5","15","1","0"
"64","36","8","8","7","0","1"
"78","51","8","10.5","10","1","0"
"55","36","6","13.5","15","0","0"
"74","44","8","11","10","0","0"
"75","50","8","6.5","15","0","0"
"58","42","6","12.5","5","0","0"
"58","40","6","10.5","5","0","0"
"59","38","6","13.5","10","0","0"
"89","51","10","12","3","1","0"
"81","46","8","12","2","1","0"
"60","44","6","13.5","10","1","0"
"57","37","6","13.5","15","0","0"
"65","46","8","3","10","1","0"
"78","52","12","7.5","5","1","1"
"63","43","9","15.5","3","0","0"
"119","67","17","15.5","10","0","0"
"68","45","9","14.5","10","1","0"
"83","46","10","10.5","1","1","0"
"64","38","8","14.5","10","1","0"
"77","46","10","13.5","10","1","0"
"66","47","8","12","10","1","0"
"60","43","6","17","10","1","0"
"57","40","6","9","3","1","0"
"86","54","10","10.5","5","1","1"
"80","44","12","11.5","5","1","1"
"83","46","12","7","10","1","0"
"61","43","6","13.5","15","1","0"
"67","39","8","12","5","1","1"
"75","51","9","7.5","10","0","0"
"62","43","6","12","15","1","0"
"59","43","5","13.5","10","0","0"
"79","46","10","13","10","1","0"
"84","60","10","9","10","1","0"
"74","54","9","11","12","0","0"
"74","48","10","7.5","3","0","0"
"119","93","15","9","1","1","1"
"63","38","9","12.5","10","1","0"
"58","37","5","7","12","1","0"
"78","48","11","12.7","8","1","0"
"59","40","5","12.5","5","1","0"
"152","80","17","3","5","1","1"
"75","48","9","8","10","1","1"
"83","50","9","14.5","15","0","0"
"65","39","8","13","5","1","0"
"64","43","9","10.5","7","1","0"
"63","43","7","10.5","15","1","0"
"56","37","6","11.5","5","1","0"
"67","44","9","11.5","10","1","0"
"107","71","9","9","10","1","1"
"85","47","11","12.7","5","1","1"
"58","30","6","17","1","1","0"
"82","50","10","12","10","1","0"
"68","43","8","6.5","10","1","0"
"69","45","9","7.5","5","0","0"
"57","40","6","3.5","7","1","0"
"60","47","6","14.5","7","0","0"
"78","44","13","12","5","1","0"
"59","44","6","7","1","1","0"
"50","35","7","17","5","0","0"
"83","49","9","12","10","1","0"
"95","64","10","10.5","15","1","1"
"98","73","12","6","1","0","1"
"86","58","9","12","8","1","1"
"75","45","10","17","7","1","0"
"57","42","6","7.5","5","1","0"
"84","53","10","12","5","1","0"
"80","45","10","10.5","5","1","0"
"81","47","10","14.5","10","1","1"
"60","40","8","8","5","1","0"
"55","36","6","3.5","10","1","0"
"71","41","8","12","15","1","0"
"63","38","8","14.5","5","1","0"
"74","45","8","12","5","0","0"
"67","46","10","9","10","1","0"
"60","44","6","15.5","3","1","0"
"101","68","10","11","10","1","1"
"63","38","8","12.5","15","1","0"
"66","43","7","8","10","1","0"
"73","50","9","9","7","0","0"
"56","39","5","4.5","15","1","0"
"134","77","21","15.5","5","1","1"
"65","39","8","13","10","1","0"
"79","45","13","15.5","10","1","0"
"55","38","6","10.5","5","0","0"
"80","55","8","8","15","1","1"
"80","46","10","12","10","1","0"
"72","43","10","13","5","0","0"
"67","45","10","12","10","1","0"
"79","47","8","14.5","3","0","0"
"62","44","7","14.5","10","1","0"
"77","45","10","5","7","1","0"
"68","40","9","9","10","1","1"
"112","55","16","7","10","1","1"
"85","52","11","14.5","5","1","0"
"76","44","10","12","10","0","0"
"95","62","11","10","10","1","0"
"77","46","8","12","12","0","0"
"78","46","9","10.5","10","1","0"
"58","40","7","13.5","5","1","0"
"60","43","6","9","5","1","0"
"72","52","9","11.5","7","1","0"
"62","38","8","12.5","3","0","0"
"85","54","12","9","7","1","1"
"59","42","5","11.5","10","1","0"
"60","44","6","12","5","1","0"
"57","42","8","3.5","5","1","1"
"90","51","13","10","5","1","1"
"121","72","13","12.5","3","1","1"
"82","44","10","13","2","1","0"
"64","40","7","17","10","0","0"
"62","38","8","11.5","5","1","0"
"72","43","10","12.7","2","0","0"
"74","43","10","12.5","3","1","0"
"72","53","8","3","10","1","1"
"85","54","14","14.5","15","1","1"
"66","44","7","8","20","1","0"
"86","67","13","13.5","15","1","0"
"54","39","6","7","3","1","1"
"75","44","10","9","5","1","1"
"102","75","10","6.5","5","1","1"
"98","60","9","4.5","10","1","1"
"60","37","8","12.5","15","1","0"
"75","46","10","17","5","1","0"
"66","44","6","12.5","10","1","0"
"79","47","8","14.5","3","0","0"
"58","43","6","11.5","10","1","0"
"74","45","10","12","1","1","0"
"72","43","9","7","10","1","1"
"63","40","8","12.5","10","1","0"
"60","42","6","12","7","1","0"
"86","47","8","3","3","1","1"
"57","43","6","10.5","15","1","0"
"78","45","10","13.5","10","1","0"
"80","45","11","12","2","1","0"
"63","44","7","12.5","10","1","0"
"75","45","10","12","5","1","0"
"64","44","6","17","5","1","0"
"78","47","10","10.5","7","1","1"
"78","44","10","12","5","1","0"
"74","45","10","15.5","15","1","0"
"72","48","7","3.5","5","1","1"
"74","48","12","12","15","1","0"
"55","37","6","11.5","2","1","0"
"66","42","8","7","2","0","0"
"77","40","12","12.7","15","1","0"
"84","48","9","12","10","1","0"
"70","50","6","12","5","1","0"
"60","43","7","13.5","10","1","0"
